person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_Y
25,18000,0.0,4000,13.22,1,0.22,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22,18000,1.0,4000,10.91,1,0.22,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
23,18720,2.0,4000,15.62,1,0.21,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
21,19000,3.0,4000,14.35,1,0.21,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
25,19200,6.0,4000,19.03,1,0.21,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
21,38000,1.0,5000,8.94,0,0.13,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24,19200,1.0,4000,14.35,1,0.21,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
22,38000,5.0,10000,12.21,0,0.26,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,19200,5.0,4000,11.011528565123772,1,0.21,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,38000,4.0,4000,14.42,0,0.11,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
22,19200,0.0,4000,10.25,1,0.21,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
25,19404,0.0,4000,8.63,1,0.21,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,38000,4.0,1950,7.37,0,0.05,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,38000,1.0,18800,11.011528565123772,0,0.49,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25,20000,2.0,4000,7.29,0,0.2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23,20000,6.0,4000,12.23,0,0.2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
22,20000,1.0,4000,11.89,0,0.2,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
26,20000,0.0,4000,13.79,0,0.2,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
22,20000,2.0,4000,9.45,0,0.2,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
26,20004,2.0,4000,12.18,0,0.2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,20400,3.0,4000,8.94,0,0.2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,21000,0.0,4000,13.43,0,0.19,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
21,21000,2.0,4000,11.86,0,0.19,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,21000,0.0,4000,11.36,0,0.19,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
26,38004,3.0,10000,13.35,0,0.26,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
24,22000,0.0,4000,11.36,1,0.18,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
24,22000,3.0,4000,13.92,0,0.18,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
25,23400,3.0,4000,12.42,0,0.17,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
25,23920,0.0,4000,14.35,0,0.17,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
25,24000,4.782063827772341,4000,11.71,0,0.17,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
21,24000,2.0,4000,14.84,1,0.17,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
23,24000,2.0,4000,11.011528565123772,0,0.17,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,38014,4.0,10000,8.49,0,0.26,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,24000,2.0,4000,8.59,0,0.17,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,24000,0.0,4000,12.21,0,0.17,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
26,38100,6.0,3900,7.9,0,0.1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,24000,4.0,4000,11.66,0,0.17,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
22,38117,0.0,13500,11.83,0,0.35,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
25,24000,2.0,4000,7.75,0,0.17,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23,38160,5.0,12000,10.38,0,0.31,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24,24996,0.0,4000,9.45,0,0.16,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
22,25000,2.0,4000,12.69,0,0.16,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
23,25000,4.782063827772341,4000,11.71,0,0.16,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
22,25000,0.0,4000,10.36,0,0.16,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21,25200,1.0,4000,8.49,0,0.16,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
22,32213,3.0,8000,13.47,1,0.25,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22,25200,1.0,4000,11.011528565123772,0,0.16,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
25,25200,4.782063827772341,4000,10.25,0,0.16,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
26,38244,6.0,18000,9.63,0,0.47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,25440,6.0,4000,5.42,0,0.16,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24,38268,4.782063827772341,6000,9.88,0,0.16,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
23,26000,1.0,4000,11.011528565123772,0,0.15,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
23,26000,0.0,4000,6.76,0,0.15,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
23,26000,1.0,4000,12.87,1,0.15,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
26,38376,3.0,14500,7.88,0,0.38,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,26400,0.0,4000,7.9,0,0.15,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24,26400,3.0,4000,11.011528565123772,1,0.15,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,26400,8.0,4000,14.17,1,0.15,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
24,26400,4.0,4000,13.72,0,0.15,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
22,27000,0.0,4000,5.79,0,0.15,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24,27000,8.0,4000,10.75,0,0.15,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
23,38400,6.0,8000,6.62,0,0.21,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,27000,6.0,4000,7.14,0,0.15,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
21,27000,5.0,4000,15.58,1,0.15,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
23,27040,2.0,4000,12.29,0,0.15,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
22,27600,3.0,4000,5.42,0,0.14,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25,38400,9.0,1000,6.62,0,0.03,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25,27993,2.0,4000,12.99,0,0.14,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
23,28000,0.0,4000,8.9,0,0.14,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
21,28000,2.0,4000,15.23,0,0.14,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
25,28000,6.0,4000,6.39,0,0.14,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,28000,8.0,4000,11.011528565123772,0,0.14,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23,38400,7.0,2000,11.011528565123772,0,0.05,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,28008,5.0,4000,10.0,0,0.14,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
24,28704,3.0,4000,9.63,0,0.14,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,38400,5.0,10000,13.99,0,0.26,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
23,28800,0.0,4000,5.42,0,0.14,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22,28800,2.0,4000,13.48,0,0.14,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
26,38400,2.0,5550,9.99,0,0.14,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
24,29000,0.0,4000,9.45,0,0.14,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
24,38400,7.0,15000,15.23,0,0.39,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22,38400,4.782063827772341,5000,11.49,0,0.13,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26,38400,1.0,15500,11.99,0,0.4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
21,38400,0.0,4200,11.011528565123772,0,0.11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,29700,2.0,4000,10.74,0,0.13,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
22,30000,3.0,4000,7.9,0,0.13,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24,30000,2.0,4000,5.99,0,0.13,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,30000,1.0,4000,7.49,0,0.13,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,38400,8.0,10000,10.99,0,0.26,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,30000,6.0,4000,16.49,0,0.13,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
25,38400,4.0,12500,13.06,0,0.33,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
25,30000,4.0,4000,13.49,0,0.13,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
22,30000,3.0,4000,11.49,0,0.13,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
22,38400,4.0,10000,5.42,0,0.26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,38400,5.0,7675,10.0,0,0.2,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
22,30000,1.0,4000,11.011528565123772,0,0.13,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
25,38400,2.0,10000,7.29,0,0.26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,38400,7.0,5000,10.37,0,0.13,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23,30000,0.0,4000,10.36,0,0.13,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,30000,0.0,4000,10.36,0,0.13,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
23,38400,0.0,5000,9.25,0,0.13,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
26,30000,4.0,4000,10.75,0,0.13,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
22,30000,0.0,4000,15.21,1,0.13,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
22,38400,4.782063827772341,1000,5.79,0,0.03,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,38400,5.0,5700,6.17,0,0.15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,32400,10.0,10000,11.011528565123772,1,0.31,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
22,30000,1.0,4000,11.011528565123772,0,0.13,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
26,38400,5.0,6000,7.51,0,0.16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,30000,1.0,4000,11.83,1,0.13,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
25,30000,6.0,4000,9.76,0,0.13,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
24,30000,1.0,4000,11.34,0,0.13,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
25,30900,1.0,4000,12.61,1,0.13,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
24,38400,7.0,10000,14.72,0,0.26,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26,31104,1.0,4000,9.99,0,0.13,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,31200,3.0,4000,12.42,0,0.13,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,38400,9.0,12000,10.38,0,0.31,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22,38400,6.0,10000,14.72,0,0.26,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
22,38400,6.0,8500,7.14,0,0.22,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,31200,2.0,4000,8.59,0,0.13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,31609,4.0,4000,13.92,0,0.13,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
26,38400,4.782063827772341,10000,13.98,0,0.26,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
21,32400,3.0,1750,13.61,1,0.05,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
22,32000,0.0,4000,5.42,0,0.13,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23,38400,5.0,10000,7.14,0,0.26,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,32000,1.0,4000,11.49,0,0.13,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
24,32000,2.0,4000,17.93,1,0.13,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
23,32000,0.0,4000,7.68,0,0.13,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
26,32400,9.0,4000,14.27,0,0.12,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
25,32400,6.0,4000,10.08,0,0.12,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
24,32500,5.0,4000,16.29,0,0.12,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
23,32535,6.0,4000,11.011528565123772,0,0.12,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
24,38400,0.0,8000,16.0,0,0.21,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
23,38400,7.0,6000,13.24,0,0.16,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
25,32640,4.0,4000,12.73,0,0.12,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21,38400,0.0,12200,11.011528565123772,0,0.32,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
23,32993,6.0,4000,11.71,1,0.12,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
22,38423,6.0,2000,8.49,0,0.05,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,38450,6.0,5500,7.49,0,0.14,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,32484,6.0,6250,7.51,1,0.19,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,38492,7.0,6500,11.011528565123772,0,0.17,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,38496,7.0,8000,6.03,0,0.21,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,32496,8.0,4200,16.02,1,0.13,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,33000,5.0,4000,7.88,0,0.12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,33000,3.0,4000,10.96,0,0.12,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,33227,2.0,4000,9.88,0,0.12,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
21,38500,5.0,6500,7.51,0,0.17,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,34000,4.0,4000,12.69,0,0.12,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
24,38500,5.0,2500,11.011528565123772,0,0.06,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
23,38500,2.0,3000,11.011528565123772,0,0.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,34200,1.0,4000,11.011528565123772,0,0.12,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
23,34500,3.0,4000,11.49,0,0.12,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,38628,6.0,4800,9.99,0,0.12,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,34800,4.782063827772341,4000,10.74,0,0.11,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,32644,6.0,13750,16.45,1,0.42,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
20,32652,0.0,6000,14.61,1,0.18,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23,38667,2.0,4800,11.91,0,0.12,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
25,35000,4.0,4000,16.29,0,0.11,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
25,29000,1.0,4000,14.54,1,0.14,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
21,29000,0.0,4000,14.83,1,0.14,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
25,35000,4.0,4000,7.51,0,0.11,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25,38880,1.0,9500,7.51,0,0.24,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,29000,5.0,4000,15.33,1,0.14,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
24,29000,1.0,4000,9.96,1,0.14,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
26,38904,1.0,10000,12.21,0,0.26,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,35500,5.0,4000,10.99,0,0.11,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
24,39000,8.0,1200,11.011528565123772,0,0.03,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,30000,3.0,4000,14.27,1,0.13,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
22,36000,0.0,4000,5.42,0,0.11,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22,36000,6.0,4000,11.011528565123772,0,0.11,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
22,36000,3.0,4000,5.42,0,0.11,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25,36000,2.0,4000,13.61,0,0.11,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
22,30000,1.0,4000,14.96,1,0.13,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
24,36000,0.0,4000,7.4,0,0.11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,36000,0.0,4000,8.94,0,0.11,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
26,36000,0.0,4000,10.14,0,0.11,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
23,36300,0.0,4000,7.68,0,0.11,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,37000,2.0,4000,10.95,0,0.11,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
21,37000,0.0,4000,10.08,0,0.11,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
21,37200,5.0,4000,13.49,0,0.11,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
23,38000,3.0,4000,14.26,0,0.11,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
22,39000,4.0,3250,10.99,0,0.08,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
25,39000,9.0,3000,13.99,0,0.08,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22,38400,5.0,4000,10.59,0,0.1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
23,38400,7.0,4000,10.59,0,0.1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
22,38400,4.0,4000,12.99,0,0.1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
21,39000,5.0,1000,7.49,0,0.03,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,38400,4.0,4000,7.29,0,0.1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,32400,4.0,4000,11.011528565123772,1,0.12,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
25,38400,2.0,4000,12.53,0,0.1,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
23,38850,0.0,4000,12.72,0,0.1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
25,39000,4.0,4000,7.88,0,0.1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24,39000,3.0,4000,14.61,0,0.1,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
24,39000,3.0,5600,5.42,0,0.14,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,39000,3.0,5000,12.98,0,0.13,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26,39000,10.0,9500,6.91,0,0.24,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,39000,9.0,4500,6.54,0,0.12,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,33000,0.0,9000,13.72,1,0.27,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25,39000,6.0,6000,7.51,0,0.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,40000,1.0,4000,12.69,0,0.1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
23,40000,3.0,4000,13.8,0,0.1,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
24,40000,3.0,4000,5.42,0,0.1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,34000,4.782063827772341,4000,11.011528565123772,1,0.12,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23,39000,8.0,10000,7.51,0,0.26,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,39000,6.0,10750,11.011528565123772,0,0.28,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,33000,2.0,3250,7.14,1,0.1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,40000,2.0,4000,11.011528565123772,0,0.1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
21,40000,3.0,4000,7.51,0,0.1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22,40000,2.0,4000,11.49,0,0.1,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
22,40000,0.0,4000,7.43,0,0.1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
26,40200,1.0,4000,6.76,0,0.1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
23,35000,2.0,4000,12.18,1,0.11,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
23,39000,0.0,3000,12.53,0,0.08,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
23,41004,1.0,4000,7.68,0,0.1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24,41160,2.0,4000,11.011528565123772,0,0.1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24,35200,1.0,4000,16.0,1,0.11,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
21,42000,4.0,4000,12.42,0,0.1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
23,42000,0.0,4000,10.59,0,0.1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
26,33000,1.0,12000,10.91,1,0.36,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21,36000,5.0,4000,12.99,1,0.11,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
23,36000,7.0,4000,10.99,1,0.11,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
23,39120,4.0,7000,11.71,0,0.18,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22,39124,6.0,5000,7.74,0,0.13,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,33168,9.0,6000,15.96,1,0.18,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
26,33192,4.782063827772341,3000,12.69,1,0.09,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
26,36000,2.0,4000,14.54,1,0.11,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
22,42000,4.0,4000,14.09,0,0.1,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
22,42000,3.0,4000,8.88,0,0.1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
23,39216,5.0,10000,13.49,0,0.25,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
23,42000,2.0,4000,5.79,0,0.1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,39300,6.0,7000,9.62,0,0.18,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,39300,5.0,5325,14.59,0,0.14,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22,42000,0.0,4000,13.22,0,0.1,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
25,42500,0.0,4000,12.99,0,0.09,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
22,42996,3.0,4000,11.011528565123772,0,0.09,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
22,39396,1.0,5000,6.62,0,0.13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,43000,8.0,4000,12.69,0,0.09,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
24,39456,8.0,1325,6.62,0,0.03,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23,39456,7.0,14000,7.29,0,0.35,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25,43000,9.0,4000,12.99,0,0.09,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
26,39600,3.0,4000,5.79,1,0.1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25,45600,2.0,4000,6.54,0,0.09,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23,39500,3.0,10000,14.22,0,0.25,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22,41000,7.0,4000,7.51,1,0.1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
23,47000,3.0,4000,11.011528565123772,0,0.09,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,41000,1.0,4000,14.84,1,0.1,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
22,47004,2.0,4000,11.011528565123772,0,0.09,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
23,47004,3.0,4000,12.53,0,0.09,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
24,47088,8.0,4000,6.62,0,0.08,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,48000,6.0,4000,9.91,0,0.08,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
22,48000,3.0,4000,11.011528565123772,0,0.08,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
21,39600,5.0,3500,6.62,0,0.09,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26,48000,3.0,4000,5.79,0,0.08,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
